"PROVINCIA,C,50","CANTON,C,50","PARROQUIA,C,100","DISTRITO,C,250","CIRCUITO,C,250","NOMBRE,C,150","ESTADO,C,50","X,N,19,11","Y,N,19,11"
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,ESCUELA DE EDUCACION BASICA BERTHA CABRERA PALACIOS,ACTIVAS ORDINARIAS,-79.40969444400,-2.74391666647
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,TRES DE MAYO,ACTIVAS ORDINARIAS,-79.41250000000,-2.72111111144
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,ESCUELA DE EDUCACION BASICA LUIS VELECELA YUNGA,ACTIVAS ORDINARIAS,-79.43777777760,-2.72083333342
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,ESTHER ALICIA ESPINOSA,ACTIVAS ORDINARIAS,-79.41583333310,-2.70333333315
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,ESCUELA DE EDUCACION BASICA 19 DE MARZO DE SAN JOSE DE GUARUMAL,ACTIVAS ORDINARIAS,-79.47999999980,-2.69386111104
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,24 DE MAYO,ACTIVAS ORDINARIAS,-79.41444444440,-2.69222222194
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,JULIO BRAVO ABAD,ACTIVAS ORDINARIAS,-79.42111111090,-2.67555555531
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,ESCUELA DE EDUCACION BASICA MARIO LEËN,ACTIVAS ORDINARIAS,-79.45500000030,-2.66027777757
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,3 DE NOVIEMBRE,ACTIVAS ORDINARIAS,-79.43722222230,-2.65861111129
AZUAY,CUENCA,MOLLETURO,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,MOLLETURO,MANUELA GARAICOA DE CALDERON,ACTIVAS ORDINARIAS,-79.43222222250,-2.64888888885
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA SAN FRANCISCO DE LA MACARENA,ACTIVAS ORDINARIAS,-79.59998913830,-3.08771503867
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,SAN VICENTE DE CACHI,ACTIVAS ORDINARIAS,-79.60030586900,-3.08631358378
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,SAGRADO CORAZON DE JESUS,ACTIVAS ORDINARIAS,-79.61561111140,-3.07566666656
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA REPUBLICA DE VENEZUELA,ACTIVAS ORDINARIAS,-79.63076513300,-3.06900779597
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA RIO AMAZONAS,ACTIVAS ORDINARIAS,-79.60650583370,-3.05214385836
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA SANTA ROSA,ACTIVAS ORDINARIAS,-79.56667049550,-3.05000036496
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,UNIDAD EDUCATIVA 5 DE JUNIO,ACTIVAS ORDINARIAS,-79.63678717810,-3.04968306051
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA LAS PARALELAS,ACTIVAS ORDINARIAS,-79.62301528520,-3.04429731435
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA LA UNIËN,ACTIVAS ORDINARIAS,-79.64689996420,-3.04103419799
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA JUAN ANDRADE,ACTIVAS ORDINARIAS,-79.56194444430,-3.03277777822
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA 23 DE ABRIL,ACTIVAS ORDINARIAS,-79.63472222230,-3.03055555586
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA 16 DE AGOSTO,ACTIVAS ORDINARIAS,-79.58783560460,-3.01636165405
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA REINA DEL CISNE,ACTIVAS ORDINARIAS,-79.61772897970,-3.00100381573
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ESCUELA DE EDUCACION BASICA CLEMENTE YEROVI,ACTIVAS ORDINARIAS,-79.64184860260,-2.99298038838
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,ACTIVAS ORDINARIAS,-79.68682482610,-2.98027609508
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,ACTIVAS ORDINARIAS,-79.69050491470,-2.97982826334
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR,ACTIVAS ORDINARIAS,-79.69120733150,-2.97867170566
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA PROVINCIA DEL AZUAY,ACTIVAS ORDINARIAS,-79.65203252410,-3.31907252889
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,UNIDAD EDUCATIVA SARAYUNGA,ACTIVAS ORDINARIAS,-79.58247009520,-3.31677255403
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA ONCE DE SEPTIEMBRE,ACTIVAS ORDINARIAS,-79.57618666260,-3.31657752561
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,UNIDAD EDUCATIVA SARAYUNGA,ACTIVAS ORDINARIAS,-79.58492074130,-3.31598140414
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA GRAMALOTE,ACTIVAS ORDINARIAS,-79.60763966580,-3.31165080626
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA  PROF JORGE PUING CABANILLA,ACTIVAS ORDINARIAS,-79.63643169830,-3.30889194054
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA RAMËN MORALES,ACTIVAS ORDINARIAS,-79.64237201040,-3.30293922135
AZUAY,PUCARA,PUCARA,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,PUCARA,ESCUELA DE EDUCACION BASICA 15 DE AGOSTO,ACTIVAS ORDINARIAS,-79.59365515670,-3.28937647295
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA CARLOS CUEVA TAMARIZ,ACTIVAS ORDINARIAS,-78.93790526000,-2.56316593103
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA RIGOBERTO NAVAS CALLE,ACTIVAS ORDINARIAS,-78.93790526000,-2.56316593103
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA EZEQUIEL CARDENAS ESPINOZA,ACTIVAS ORDINARIAS,-78.94198740350,-2.56167336434
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ANDRES F CORDOVA,ACTIVAS ORDINARIAS,-78.93824670420,-2.56163180248
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA DR LUIS ROBERTO CHACON,ACTIVAS ORDINARIAS,-78.93520761780,-2.56055048496
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ANA PAREDES DE ALFARO,ACTIVAS ORDINARIAS,-78.93870576070,-2.56045168407
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,JOSE PERALTA,ACTIVAS ORDINARIAS,-78.93588952850,-2.56036128022
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE QUILLOAC,ACTIVAS ORDINARIAS,-78.95000000000,-2.55702777808
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,RIGOBERTO NAVAS CALLE,ACTIVAS ORDINARIAS,-78.94525811010,-2.55395739131
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA SIMON BOLIVAR,ACTIVAS ORDINARIAS,-78.93796901090,-2.55313219044
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE CHAGLABAN PECKHAN,ACTIVAS ORDINARIAS,-78.94344019350,-2.54448400451
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA ISABEL DE SANTIAGO,ACTIVAS ORDINARIAS,-78.93370849570,-2.53748808705
CAÐAR,CAÐAR,CAÐAR,CAÐAR-EL TAMBO-SUSCAL,CAÐAR,ESCUELA DE EDUCACION BASICA ISABEL DE SANTIAGO,ACTIVAS ORDINARIAS,-78.93272543620,-2.53674518972
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,CHARLES DARWIN,ACTIVAS ORDINARIAS,-78.69326482650,-2.28893695084
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,LUIS FELIPE TORRES,ACTIVAS ORDINARIAS,-78.68777020250,-2.27447344389
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,PROVINCIA DE SUCUMBIOS,ACTIVAS ORDINARIAS,-78.67897083710,-2.26989417277
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,GONZALO RUIZ SILVA,ACTIVAS ORDINARIAS,-78.66543190050,-2.25652070309
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,LUIS PLUTARCO CEVALLOS GUERRA,ACTIVAS ORDINARIAS,-78.60138342910,-2.25434588113
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE TOTORAS INDIGENAS,ACTIVAS ORDINARIAS,-78.67587112690,-2.25259621139
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,NUDO DEL AZUAY,ACTIVAS ORDINARIAS,-78.77646429000,-2.28928613881
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE HUANCA PALLAGUCHI,ACTIVAS ORDINARIAS,-78.74322540710,-2.28675689832
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,MARISCAL ANTONIO JOSE DE SUCRE,ACTIVAS ORDINARIAS,-78.76882337770,-2.28470885282
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,LUCERITO DE LA MAÐANA,ACTIVAS ORDINARIAS,-78.72283836100,-2.26704442423
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,ABRAHAM LINCOLN,ACTIVAS ORDINARIAS,-78.72148624880,-2.26393252646
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,MANUEL ALVAREZ MENDEZ,ACTIVAS ORDINARIAS,-78.77145265050,-2.26384793789
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,BERNARDO O HIGGINS,ACTIVAS ORDINARIAS,-78.76060922810,-2.25555931154
CHIMBORAZO,ALAUSI,ACHUPALLAS,ALAUSI-CHUNCHI,ACHUPALLAS,JUAN SALINAS,ACTIVAS ORDINARIAS,-78.76060932490,-2.25549603002
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA JULIO OSCAR PINOS ANDRADE,ACTIVAS ORDINARIAS,-79.09168403100,-2.45972683878
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,CHONTAMARCA,ACTIVAS ORDINARIAS,-79.09522222180,-2.44144444428
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA MANUEL UTRERAS GOMEZ,ACTIVAS ORDINARIAS,-79.10968481650,-2.44016653012
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE ELOY ALFARO,ACTIVAS ORDINARIAS,-79.05122222180,-2.41716666632
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA 24 DE JUNIO,ACTIVAS ORDINARIAS,-79.09827777810,-2.40499999956
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE INTI RAYMI,ACTIVAS ORDINARIAS,-79.07419444420,-2.40283333350
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE LORENZA ABIMAÐAY,ACTIVAS ORDINARIAS,-79.07047222260,-2.39222222216
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA LA CORDILLERA,ACTIVAS ORDINARIAS,-79.10075000000,-2.38733333347
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA CESAR MARTINEZ BORRERO,ACTIVAS ORDINARIAS,-79.08816666630,-2.38591666623
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,CHONTAMARCA,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE FERNANDO DAQUILEMA,ACTIVAS ORDINARIAS,-79.10075000020,-2.37963888869
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE FRAY VICENTE SOLANO,ACTIVAS ORDINARIAS,-79.08027777820,-2.37447222232
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE CARLOS CRESPI CROCI,ACTIVAS ORDINARIAS,-79.04972222190,-2.36344444406
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE JOSE JOAQUIN DE OLMEDO,ACTIVAS ORDINARIAS,-79.07086111090,-2.36252777743
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE 10 DE NOVIEMBRE,ACTIVAS ORDINARIAS,-79.08647222180,-2.36180555548
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE INTI PAKARI,ACTIVAS ORDINARIAS,-79.08211111080,-2.35455555545
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE DOLORES CACUANGO,ACTIVAS ORDINARIAS,-79.05786111100,-2.34563888922
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE PACHAKUTIK,ACTIVAS ORDINARIAS,-79.08994444440,-2.33527777788
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE TUPAK KATARI,ACTIVAS ORDINARIAS,-79.09208333350,-2.32350000040
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE NINA PAKARI,ACTIVAS ORDINARIAS,-79.09936111150,-2.31711111141
CAÐAR,CAÐAR,GENERAL MORALES (SOCARTE),CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE),ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE MONSEÐOR LEONIDAS PROAÐO,ACTIVAS ORDINARIAS,-79.07665010570,-2.30605118962
CHIMBORAZO,CHUNCHI,CHUNCHI,ALAUSI-CHUNCHI,CHUNCHI,4 DE JULIO,ACTIVAS ORDINARIAS,-78.92366356790,-2.28922407637
CHIMBORAZO,CHUNCHI,CHUNCHI,ALAUSI-CHUNCHI,CHUNCHI,SANTIAGO DE CHILE,ACTIVAS ORDINARIAS,-78.88381741790,-2.28440065281
CHIMBORAZO,GUAMOTE,PALMIRA,COLTA-GUAMOTE,PALMIRA,SIN NOMBRE,POR DEFINIR ESTADO,-78.79957688980,-2.06157408829
CHIMBORAZO,GUAMOTE,PALMIRA,COLTA-GUAMOTE,PALMIRA,GALTE MIRALOMA,POR DEFINIR ESTADO,-78.77873805720,-2.05562352920
CHIMBORAZO,GUAMOTE,PALMIRA,COLTA-GUAMOTE,PALMIRA,GRAL FRANCISCO ROBLES,POR DEFINIR ESTADO,-78.82678293260,-2.09690642629
CHIMBORAZO,GUAMOTE,PALMIRA,COLTA-GUAMOTE,PALMIRA,ASOCIACION LETRA,POR DEFINIR ESTADO,-78.71996135370,-2.04459272040
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA JOSE MARIA URBINA,ACTIVAS ORDINARIAS,-79.29457053480,-2.39404865068
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA LUIS FELIPE BORJA,ACTIVAS ORDINARIAS,-79.29475598010,-2.39100935811
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA MARIA TERESA,ACTIVAS ORDINARIAS,-79.31129858130,-2.38688821374
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,LUIS OCTAVIO CAÐAR PAREDES,ACTIVAS ORDINARIAS,-79.21173865480,-2.38421459044
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA DR MANUEL MARIA BORRERO,ACTIVAS ORDINARIAS,-79.30030607670,-2.37345658274
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA PROFLUIS CASTAÐIER ALCHER,ACTIVAS ORDINARIAS,-79.31032856710,-2.37176744573
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,BENJAMIN CARRION,ACTIVAS ORDINARIAS,-79.24380263870,-2.36989151261
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA LOS FRANCOS,ACTIVAS ORDINARIAS,-79.28129278680,-2.35628037826
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA LOS FRANCOS,ACTIVAS ORDINARIAS,-79.28120966830,-2.35610013704
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA FRANCISCO CALDERON,ACTIVAS ORDINARIAS,-79.34190042320,-2.34937582581
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA FRANCISCO CALDERON,ACTIVAS ORDINARIAS,-79.34176467150,-2.34915865931
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA HERMANO MIGUEL,ACTIVAS ORDINARIAS,-79.34167455100,-2.34896047504
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA CRISTOBAL COLËN,ACTIVAS ORDINARIAS,-79.32839303320,-2.34725623864
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA JOSE  JOAQUIN GALLEGOS LARA  24,ACTIVAS ORDINARIAS,-79.33085286240,-2.34715818007
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA JOSE  JOAQUIN GALLEGOS LARA  24,ACTIVAS ORDINARIAS,-79.33096460990,-2.34659261899
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESUCUELA DE EDUCACION BASICA BLANCA FLOR,ACTIVAS ORDINARIAS,-79.29542284950,-2.34572206434
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESUCUELA DE EDUCACION BASICA BLANCA FLOR,ACTIVAS ORDINARIAS,-79.29508980480,-2.34553753786
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,UNIDAD EDUCATIVA TEMPORAL AMAZONAS,ACTIVAS ORDINARIAS,-79.30199950710,-2.34438191371
ZONA NO DELIMITADA,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,CANTON EL PIEDRERO,ESCUELA DE EDUCACION BASICA BIBLIAN,ACTIVAS ORDINARIAS,-79.30646374600,-2.34420826948
