"PROVINCIA,C,50","CANTON,C,50","PARROQUIA,C,100","DISTRITO,C,250","CIRCUITO,C,250","NOMBRE,C,150","ESTADO,C,50","X,N,19,11","Y,N,19,11"
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA REPUBLICA DE ISRAEL,ACTIVAS ORDINARIAS,-78.56320898380,-3.58278915175
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA MIGUEL ANGEL ZAMBRANO,ACTIVAS ORDINARIAS,-78.54301944050,-3.57996698552
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA MANUEL CHIMBO CABRERA,ACTIVAS ORDINARIAS,-78.55151231340,-3.55991700202
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA PADRE JUAN BAUTISTA AGUIRRE,ACTIVAS ORDINARIAS,-78.63852584920,-3.55980631042
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA CALICUCHIMA,ACTIVAS ORDINARIAS,-78.54336102720,-3.55745532480
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,WISUM,ACTIVAS ORDINARIAS,-78.53906627730,-3.55546355385
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA ABELARDO MONCAYO,ACTIVAS ORDINARIAS,-78.56920880290,-3.55424390766
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA JUAN BENIGNO VELA (PRIMARIA ),ACTIVAS ORDINARIAS,-78.59621047630,-3.55244473964
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,RIO CHUCHUMBLETZA,ACTIVAS ORDINARIAS,-78.64551891820,-3.54152622045
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA DE EDUCACION BASICA ANDRES BELLO,ACTIVAS ORDINARIAS,-78.52307743710,-3.61555040535
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,ESCUELA EDUCACION BASICA FRAY JODOCO RICKE,ACTIVAS ORDINARIAS,-78.51523019820,-3.58667186497
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,YANTZAZA- EL PANGUI,TUNDAYME-EL GUISME,JAIME ROLDOS AGUILERA,ACTIVAS ORDINARIAS,-78.49203935600,-3.57644203108
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,VALLE DE ZAMORA,ACTIVAS ORDINARIAS,-78.50947028950,-3.51652805860
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,VICENTE NARANKAS,ACTIVAS ORDINARIAS,-78.50336111130,-3.51172222207
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,PROVINCIA DE PICHINCHA,ACTIVAS ORDINARIAS,-78.53819444480,-3.50202777810
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,CONDOR MIRADOR,ACTIVAS ORDINARIAS,-78.49452777770,-3.50094444430
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,JAIME ROLDOS AGUILERA,ACTIVAS ORDINARIAS,-78.57397222220,-3.49180555584
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,ALBERTO UTITIAJ,ACTIVAS ORDINARIAS,-78.68100978480,-3.47892579079
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,VICENTE NAICHAP,ACTIVAS ORDINARIAS,-78.67821343010,-3.47425428902
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,RIO ZAMORA,ACTIVAS ORDINARIAS,-78.48255555600,-3.47269444481
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,MILTON PATIÐO,ACTIVAS ORDINARIAS,-78.65986111120,-3.46038888891
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,MARIA CECILIA ANTICH,ACTIVAS ORDINARIAS,-78.56265372920,-3.45724822552
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,COLEGIO TECNICO ETZA,ACTIVAS ORDINARIAS,-78.55192717790,-3.45543109873
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,INSTITUTO SUPERIOR PEDAGOGICO BILINGUE INTERCULTURAL  SHUAR ACHUAR,ACTIVAS ORDINARIAS,-78.55180555600,-3.45538888928
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,TOMAS PUJUPAT,ACTIVAS ORDINARIAS,-78.57775750030,-3.45305712751
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,TERESITA CHIRIAP,ACTIVAS ORDINARIAS,-78.55158333330,-3.45219444436
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,SANTA TERESA,ACTIVAS ORDINARIAS,-78.63058333340,-3.45016666679
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,OSCAR EFREN REYES,ACTIVAS ORDINARIAS,-78.61492986830,-3.43557981982
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,EUGENIO ESPEJO,ACTIVAS ORDINARIAS,-78.52294444460,-3.42877777751
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,SANTA ROSA DE YUKUTAIS,ACTIVAS ORDINARIAS,-78.44480555600,-3.37691666631
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,GUALAQUIZA-SAN JUAN BOSCO,BOMBOIZA,NUNKUI,ACTIVAS ORDINARIAS,-78.45808333310,-3.33150000039
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,TIWINTZA,ACTIVAS ORDINARIAS,-78.23699999970,-3.38600000045
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,SANTO DOMINGO,ACTIVAS ORDINARIAS,-78.24814056490,-3.32738308254
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,CECIB SANTA CRISTINA,ACTIVAS ORDINARIAS,-78.46033145310,-3.31094643287
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,TUITS,ACTIVAS ORDINARIAS,-78.40696531510,-3.25899100397
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,MANUELSEBASTIAN RODRIGUEZ SALINAS,ACTIVAS ORDINARIAS,-78.41477777760,-3.24969444436
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,SHAKAIM,ACTIVAS ORDINARIAS,-78.44755555540,-3.22219444455
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,JOSE JOAQUIN DE OLMEDO,ACTIVAS ORDINARIAS,-78.43516666710,-3.20369444436
MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,CENTINELA DEL ZAMORA,ACTIVAS ORDINARIAS,-78.46491674600,-3.25978768999
MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,ESTADOS UNIDOS,ACTIVAS ORDINARIAS,-78.45566666640,-3.20594444427
MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,GUALAQUIZA-SAN JUAN BOSCO,SANTIAGO DE PANANZA-SAN CARLOS DE LIMON,27 DE NOVIEMBRE,ACTIVAS ORDINARIAS,-78.45252777820,-3.19400000000
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,CHIRIAP,ACTIVAS ORDINARIAS,-78.02697441500,-3.11424740129
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,SANTA TERESA,ACTIVAS ORDINARIAS,-78.05708333350,-3.08141666673
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,RIO SANTIAGO,ACTIVAS ORDINARIAS,-78.01464278290,-3.06761271879
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,SANTA CARMEN,ACTIVAS ORDINARIAS,-78.04437611170,-3.06173966697
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,JAIME ROLDOS AGUILERA,ACTIVAS ORDINARIAS,-78.00128132640,-3.05473353410
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,TIWIRAM,ACTIVAS ORDINARIAS,-78.03293398570,-3.04979032504
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,1 DE MARZO,ACTIVAS ORDINARIAS,-78.00310102950,-3.04869474309
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,NAMPIR,ACTIVAS ORDINARIAS,-78.14068058530,-3.03740610862
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,SANTA JUANITA,ACTIVAS ORDINARIAS,-78.10240486740,-3.03602982266
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,CECIB TENTETS,ACTIVAS ORDINARIAS,-78.16056814200,-3.02204161734
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,SAN JOSE,ACTIVAS ORDINARIAS,-78.06003717020,-3.02078271669
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,SANTA ROSA,ACTIVAS ORDINARIAS,-78.03950131450,-3.01747435390
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,FLOR DEL ORIENTE,ACTIVAS ORDINARIAS,-78.18007438600,-3.01160428942
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,DOCE DE OCTUBRE,ACTIVAS ORDINARIAS,-77.99641963090,-3.05896366332
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,CORDILLERA KUSUMAS,ACTIVAS ORDINARIAS,-77.95370748460,-3.05326602172
MORONA SANTIAGO,TIWINTZA,SANTIAGO,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO,CECIB DE EDUCACION BASICA JORGE NAIKIAI,ACTIVAS ORDINARIAS,-78.04652777770,-2.95983333358
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,CARLOS FRANCO PEREZ,ACTIVAS ORDINARIAS,-80.02004933770,-4.31902373645
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA  CARLOS  JULIO AROSEMENA TOLA,ACTIVAS ORDINARIAS,-80.04135219950,-4.29111853374
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA CRNL MIGUEL ANGEL ESTRELLA,ACTIVAS ORDINARIAS,-80.05148242570,-4.27986804509
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA  LUIS ALBERTO VALENCIA,ACTIVAS ORDINARIAS,-80.01745587510,-4.26181594200
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,UNIDAD EDUCATIVA DEL MILENIO  5 DE JUNIO,ACTIVAS ORDINARIAS,-79.95258465800,-4.38584192724
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,CARLOS VEINTIMILLA,ACTIVAS ORDINARIAS,-79.96369369100,-4.38516004146
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,DIEZ DE AGOSTO DE MACARA,ACTIVAS ORDINARIAS,-79.94594314270,-4.38351391523
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,JARDIN DE INFANTES GEOFRE LUZURIAGA,ACTIVAS ORDINARIAS,-79.94273951800,-4.37849270912
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA  MANUEL ENRIQUE RENGEL,ACTIVAS ORDINARIAS,-79.94308091680,-4.37627384859
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,CIUDAD DE CUENCA,ACTIVAS ORDINARIAS,-79.94241197600,-4.37513944258
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,LUIS FELIPE ROMAN JARAMILLO,ACTIVAS ORDINARIAS,-79.97861111100,-4.36866666700
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,RIO SANTIAGO,ACTIVAS ORDINARIAS,-79.98975202730,-4.34710861994
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA ANTONIO ANTE,ACTIVAS ORDINARIAS,-79.97971946260,-4.33487588853
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,IGNACIO ADOLFO GRANDA VALAREZO,ACTIVAS ORDINARIAS,-79.94127532190,-4.30813492023
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,JUAN RAFAEL ARROBO,ACTIVAS ORDINARIAS,-79.96166893550,-4.30795800974
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,13 DE JUNIO,ACTIVAS ORDINARIAS,-79.95748111720,-4.29296247380
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA MANUELITA SAENZ,ACTIVAS ORDINARIAS,-79.94444479320,-4.27709548952
LOJA,MACARA,MACARA,MACARA-SOZORANGA,MACARA,ESCUELA DE EDUCACION BASICA DR CARLOS ROMAN HINOSTROZA,ACTIVAS ORDINARIAS,-79.94179950260,-4.26651130795
LOJA,LOJA,SAN PEDRO DE VILCABAMBA,LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA NUEVE DE OCTUBRE,ACTIVAS ORDINARIAS,-79.22199103790,-4.24269017060
LOJA,LOJA,SAN PEDRO DE VILCABAMBA,LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,COLEGIO DE BACHILLERATO SAN PEDRO DE VILCABAMBA,ACTIVAS ORDINARIAS,-79.21777354780,-4.23820423699
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA GONZALO ABAD GRIJALVA,ACTIVAS ORDINARIAS,-79.25909870820,-4.30362609486
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGUE DE EDUCACION BASICA JOSE VICENTE ANDRADE,ACTIVAS ORDINARIAS,-79.21841834820,-4.28514982683
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA  PIEDAD BURNEO DE OJEDA,ACTIVAS ORDINARIAS,-79.28313481860,-4.27775750047
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA MANUEL RIOFRIO MORA,ACTIVAS ORDINARIAS,-79.20066430470,-4.27362656103
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,DOLORES PALACIO BRAVO,ACTIVAS ORDINARIAS,-79.21336797810,-4.27003065821
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ANTONIO PEÐA CELI EDUCACION INICIAL,ACTIVAS ORDINARIAS,-79.22264894340,-4.26769107000
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA JULIAN DE RUA PIZARRO,ACTIVAS ORDINARIAS,-79.21093214860,-4.26232752416
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA JUAN MONTALVO,ACTIVAS ORDINARIAS,-79.22374454130,-4.26233901217
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA TRECE DE ABRIL,ACTIVAS ORDINARIAS,-79.22217331550,-4.26140318600
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,COLEGIO DE BACHILLERATO VILCABAMBA,ACTIVAS ORDINARIAS,-79.21847126210,-4.26082402599
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA CUERPO DE PAZ,ACTIVAS ORDINARIAS,-79.28879948550,-4.25194686662
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA MIIGUEL CARPIO MENDIETA,ACTIVAS ORDINARIAS,-79.23898762640,-4.25177444453
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA FRANCISCO JAVIER SALAZAR,ACTIVAS ORDINARIAS,-79.26082532290,-4.25088303807
LOJA,LOJA,VILCABAMBA (VICTORIA),LOJA,VILCABAMBA (VICTORIA)-SAN PEDRO DE VILCABAMBA,ESCUELA DE EDUCACION BASICA MACARA,ACTIVAS ORDINARIAS,-79.25410361410,-4.24955256980
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA FRAY VICENTE SOLANO,ACTIVAS ORDINARIAS,-79.17655065160,-4.36409407574
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),COLEGIO DE BACHILLERATO MANUEL BENJAMIN CARRION,ACTIVAS ORDINARIAS,-79.17767655770,-4.36294627881
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA PEDRO LËPEZ MEDRANO,ACTIVAS ORDINARIAS,-79.21028294920,-4.35045070278
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA JUAN ULLAURI,ACTIVAS ORDINARIAS,-79.21028294920,-4.35045070278
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA DR RICARDO SOTOMAYOR,ACTIVAS ORDINARIAS,-79.19053613790,-4.34014804212
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA MATILDE PALACIO DE JARAMILLO,ACTIVAS ORDINARIAS,-79.20506118370,-4.32037678875
LOJA,LOJA,QUINARA,LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA JOAQUIN PALACIOS,ACTIVAS ORDINARIAS,-79.22779792010,-4.35724799271
LOJA,LOJA,QUINARA,LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE EDUCACION BASICA VICENTE PAZ,ACTIVAS ORDINARIAS,-79.23515409370,-4.33705745028
LOJA,LOJA,QUINARA,LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),ESCUELA DE  EDUCACION BASICA  JOSE VASCONCELOS,ACTIVAS ORDINARIAS,-79.23515409370,-4.33705745028
LOJA,LOJA,QUINARA,LOJA,QUINARA-YANGANA (ARSENIO CASTILLO),COLEGIO DE BACHILLERATO  DR BALTAZAR AGUIRRE,ACTIVAS ORDINARIAS,-79.23517395940,-4.31778452935
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA  ROSA CEVALLOS DE LUDEÐA,ACTIVAS ORDINARIAS,-79.23280883630,-4.23295072823
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE  EDUCACION BASICA  VICTOR MERCANTE,ACTIVAS ORDINARIAS,-79.25509849790,-4.22345758303
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),COLEGIO DE BACHILLERATO RAFAEL RODRIGUEZ PALACIOS,ACTIVAS ORDINARIAS,-79.25831271620,-4.21904702504
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA MARIA MONTESSORI,ACTIVAS ORDINARIAS,-79.25783544040,-4.21900770250
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),CENTRO DE EDUCACION INICIAL DIRIGENTES DEL FUTURO,ACTIVAS ORDINARIAS,-79.26059863050,-4.21861421925
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA TEODORO WOLF,ACTIVAS ORDINARIAS,-79.24243592040,-4.21801579596
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA REINA JULIANA DE HOLANDA,ACTIVAS ORDINARIAS,-79.25076087200,-4.20879802581
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),DR LUIS EMILIO RODRIGUEZ,ACTIVAS ORDINARIAS,-79.22609979030,-4.20759889612
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA VICTOR MANUEL BURNEO,ACTIVAS ORDINARIAS,-79.23541920330,-4.20434841557
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA JOSE BENIGNO JARAMILLO,ACTIVAS ORDINARIAS,-79.26970341240,-4.20275910367
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA 16 DE JULIO,ACTIVAS ORDINARIAS,-79.22876350350,-4.20021153241
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA CAMILO DESTRUGE ILLINWORTH,ACTIVAS ORDINARIAS,-79.25826329040,-4.19796602782
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA BLANCA CANO PALACIOS,ACTIVAS ORDINARIAS,-79.24319812970,-4.19387199877
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA ANGEL MINOS CUEVA,ACTIVAS ORDINARIAS,-79.30107034910,-4.19241053905
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA MANUEL ESTEBAN GODOY O,ACTIVAS ORDINARIAS,-79.21167972580,-4.18911106193
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA MANUEL BENIGNO FIGUEROA CARRION,ACTIVAS ORDINARIAS,-79.25689710180,-4.18751011212
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA  LUIS VIVES,ACTIVAS ORDINARIAS,-79.24788399580,-4.18555474037
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA  LIC NELSON BERMEO,ACTIVAS ORDINARIAS,-79.20288634680,-4.17647591694
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA MANUEL GOMEZ  DE SALAZAR,ACTIVAS ORDINARIAS,-79.27347423250,-4.17340154452
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ROSA SIGCHO,ACTIVAS ORDINARIAS,-79.19247222220,-4.17183333378
LOJA,LOJA,MALACATOS (VALLADOLID),LOJA,MALACATOS (VALLADOLID),ESCUELA DE EDUCACION BASICA VICTOR GERARDO PILCO,ACTIVAS ORDINARIAS,-79.25155211020,-4.15325650289
